,tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,production_countries,primaryName
2422,tt0109440,La cité de la peur,1994,100,"Comedy,Horror",7.5,10453,FR,"Jean-Christophe Bouvet,Alain Chabat,Alain Chabat,Alain Chabat,Gérard Darmon,Gérard Darmon,Gérard Darmon,Marc de Jonge,Dominique Farrugia,Dominique Farrugia,Dominique Farrugia,Sam Karmann,Sam Karmann,Sam Karmann,Chantal Lauby,Chantal Lauby,Valérie Lemercier,Patrick Lizana,Eric Prat"
2426,tt0109592,Dellamorte dellamore,1994,105,"Comedy,Horror",7.1,23398,"FR', 'DE', 'IT","Rupert Everett,Anna Falchi,Anton Alexander,Katja Anton,Barbara Cupisti,Fabiana Formica,Pietro Genuardi,François Hadji-Lazaro,Mickey Knox,Clive Riche"
2431,tt0109747,La estrategia del caracol,1993,116,"Comedy,Drama",7.7,2818,"CO', 'FR', 'IT","Gustavo Angarita,Antonio Aparicio,Eduardo Arias,Jaime Azcárate,Salvatore Basile,Fausto Cabrera,Humberto Dorado,Delfina Guido,Vicky Hernández,Frank Ramírez"
2433,tt0109780,Les faussaires,1994,90,Comedy,5.0,99,FR,"Jean-Marc Barr,Yvon Arai,Gérard Jugnot,Viktor Lazlo,François Perrot,Claude Piéplu,Daniel Prévost,Roland Bourcard,Colette Pietri-Audemars,François Ellis"
2434,tt0109781,Faust,1994,97,"Animation,Comedy,Drama",7.4,4300,"CZ', 'FR', 'GB",Petr Cepek
2435,tt0109798,La fille de d'Artagnan,1994,125,"Action,Adventure,Comedy",5.8,3600,FR,"Sophie Marceau,Jean-Luc Bideau,Raoul Billerey,Sami Frey,Charlotte Kady,Philippe Noiret,Gigi Proietti,Claude Rich,Jean-Paul Roussillon,Nils Tavernier"
2439,tt0109942,Grosse fatigue,1994,92,Comedy,6.4,2023,FR,"Carole Bouquet,Charlotte Gainsbourg,Josiane Balasko,Christian Clavier,Michel Blanc,Michel Blanc,Marie-Anne Chazel,Guillaume Durand,David Hallyday,Estelle Lefébure,Philippe Noiret"
2446,tt0110289,Kurochka Ryaba,1994,117,Comedy,6.4,459,"FR', 'RU","Inna Churikova,Viktor Mikhaylov,Gennadiy Nazarov,Aleksandr Surin,Gennady Yegorychev"
2447,tt0110299,Lamerica,1994,116,"Comedy,Drama",7.4,2379,"FR', 'IT","Ilir Ara,Carmelo Di Mazzarelli,Elida Janushi,Marieta Ljarja,Enrico Lo Verso,Piro Milkani,Elina Ndreu,Sefer Pema,Michele Placido,Idajet Sejdia"
2448,tt0110330,Les Milles,1995,103,"Comedy,Drama,War",6.4,312,"PL', 'FR', 'DE","Kristin Scott Thomas,François Berléand,Ticky Holgado,Jean-Pierre Marielle,Philippe Noiret,François Perrot,Eric Petitjean,Bonnafet Tarbouriech,Rüdiger Vogler,Jean-Marie Winling"
2449,tt0110348,Zivot a neobycejna dobrodruzstvi vojaka Ivana Conkina,1994,106,"Comedy,Romance,War",7.0,602,"CZ', 'FR', 'IT', 'RU', 'GB","Zoya Buryak,Yuriy Dubrovin,Tatyana Gerbachevskaya,Zinoviy Gerdt,Vladimir Ilin,Marián Labuda,Gennadiy Nazarov,Mariya Vinogradova,Aleksey Zharkov,Valeriy Zolotukhin"
2455,tt0110570,Il mostro,1994,112,"Comedy,Crime,Mystery",7.3,11347,"IT', 'FR","Roberto Benigni,Nicoletta Braschi,Michel Blanc,Jean-Claude Brialy,Massimo Girotti,Dominique Lavanant,Ivano Marescotti,Franco Mescolini,Luciana Palombi,Laurent Spielvogel"
2456,tt0110598,Muriel's Wedding,1994,106,"Comedy,Drama",7.2,41804,"AU', 'FR","Toni Collette,Jeanie Drynan,Pippa Grandison,Rachel Griffiths,Roz Hammond,Bill Hunter,Belinda Jarrett,Sophie Lee,Gabby Millgate,Dan Wyllie"
2457,tt0110612,My Father the Hero,1994,90,"Comedy,Romance",5.5,11731,"FR', 'US","Gérard Depardieu,Katherine Heigl,Lauren Hutton,Ann Hearn,Manny Jacobs,Dalton James,Robyn Peterson,Faith Prince,Frank Renzulli,Stephen Tobolowsky"
2458,tt0110646,Neuf mois,1994,110,Comedy,5.7,634,FR,"Brigitte Bellac,Patrick Bouchitey,Patrick Braoudé,Catherine Jacob,Philippine Leroy-Beaulieu,Pascal Légitimus,Daniel Russo,Crystel Amsalem,Tess Blanchard,Léa Berdah"
2460,tt0110719,Okno v Parizh,1993,115,"Comedy,Drama,Fantasy",7.4,1614,"FR', 'RU","Sergey Dreyden,Viktor Gogolev,Natalya Ipatova,Kira Kreylis-Petrova,Jean Rupert,Agnès Soral,Tamara Timofeeva,Andrey Urgant,Nina Usatova,Viktor Mikhailov"
2464,tt0110784,Pas très catholique,1994,100,"Comedy,Crime,Drama",6.4,228,FR,"Anémone,Roland Bertin,Christine Boisson,Grégoire Colin,Michel Didym,Denis Podalydès,Micheline Presle,Michel Roux"
2468,tt0110877,Il postino,1994,108,"Biography,Comedy,Drama",7.8,39054,"BE', 'FR', 'IT","Maria Grazia Cucinotta,Carlo Di Maio,Linda Moretti,Nando Neri,Philippe Noiret,Renato Scarpa,Sergio Solli,Massimo Troisi"
2473,tt0110922,Le péril jeune,1994,101,"Comedy,Drama,Romance",7.2,3308,FR,"Élodie Bouchez,Romain Duris,Vincent Elbaz,Lisa Faulkner,Hélène de Fougerolles,Nicolas Koretzky,Julien Lambroschini,Joachim Lombard,Julie-Anne Roth"
2479,tt0111247,Le sourire,1994,85,"Comedy,Drama",5.6,687,FR,"Chantal Banlier,Nadia Barentin,Richard Bohringer,Jean-Paul Bonnaire,Nathalie Cardone,Jean-Pierre Marielle,Maïté Nahyr,Christine Pascal,Emmanuelle Seigner,Bernard Verley"
2482,tt0111403,La teta y la luna,1994,90,"Comedy,Romance",6.3,3400,"ES', 'FR","Mathilda May,Gérard Darmon,Biel Duran,Xus Estruch,Abel Folk,Victoria Lepori,Xavier Massé,Laura Mañá,Miguel Poveda,Genís Sánchez"
2484,tt0111507,Trois couleurs: Blanc,1994,92,"Comedy,Drama,Romance",7.6,79799,"FR', 'PL","Julie Delpy,Aleksander Bardini,Janusz Gajos,Cezary Harasimowicz,Jerzy Nowak,Cezary Pazura,Jerzy Stuhr,Jerzy Trela,Grzegorz Warchol,Zbigniew Zamachowski"
2485,tt0111543,Un indien dans la ville,1994,90,"Adventure,Comedy,Romance",5.6,4686,FR,"Jackie Berroyer,Ludwig Briand,Louba Guertchikoff,Marc de Jonge,Arielle Dombasle,Thierry Lhermitte,Miou-Miou,Patrick Timsit,Tolsty,Sonia Vollereaux"
2489,tt0111590,Vanya on 42nd Street,1994,119,"Comedy,Drama,Romance",7.3,5168,"FR', 'GB', 'US","Julianne Moore,Wallace Shawn,Phoebe Brand,Lynn Cohen,George Gaynes,Madhur Jaffrey,Jerry Mayer,Larry Pine,Brooke Smith"
2490,tt0111601,Le vent du Wyoming,1994,99,"Comedy,Drama",6.5,197,"CA', 'FR","Céline Bonnier,France Castel,François Cluzet,Michel Côté,Marc Messier,Léo Munger,Donald Pilon,Martin Randez,Marcel Sabourin,Sarah-Jeanne Salvy"
2495,tt0111856,À la folie,1994,98,"Comedy,Drama,Mystery",5.6,466,FR,"Béatrice Dalle,Anne Parillaud,Patrick Aurignac,Robert Benitah,Alain Chabat,Jean-Claude de Goros,Marie Guillard,Bernard Verley,Greg Engler"
2496,tt0112366,Les anges gardiens,1995,110,"Action,Comedy,Crime",5.9,3539,FR,"Gérard Depardieu,Gérard Depardieu,Christian Clavier,Christian Clavier,Jean Champion,Alexandre Eskimo,Anna Gaylor,Laurent Gendron,Eva Grimaldi,Eva Herzigova,Yves Rénier,Nathalie Sejean"
2497,tt0112386,Les apprentis,1995,95,Comedy,7.0,1130,FR,"Jean-Pol Brissart,François Cluzet,Guillaume Depardieu,Philippe Girard,Judith Henry,Jean-Michel Julliard,Claire Laroche,Blandine Pélissier,Marie Trintignant,Bernard Yerlès"
2500,tt0112410,Au petit Marguery,1995,95,"Comedy,Drama,Romance",6.8,355,FR,"Stéphane Audran,Michel Aumont,Alain Beigel,Marie Bunel,Thomas Chabrol,Vincent Colombe,Antoine Cousin-Mazure,Laurence Côte,Marie-Laure Dougnac,Mimi Félixine"
2501,tt0112556,Le bonheur est dans le pré,1995,106,Comedy,7.0,2995,FR,"Sabine Azéma,Jean Bousquet,Virginie Darmon,Christophe Kourotchkine,Guilaine Londez,Alexandra London,Carmen Maura,Eddy Mitchell,François Morel,Michel Serrault"
2502,tt0112571,Boys on the Side,1995,115,"Comedy,Drama",6.5,14185,"FR', 'US","Drew Barrymore,Whoopi Goldberg,Matthew McConaughey,Mary-Louise Parker,James Remar,Amy Aquino,Dennis Boutsikaris,Anita Gillette,Estelle Parsons,Billy Wirth"
2505,tt0112654,Les cent et une nuits de Simon Cinéma,1995,104,"Comedy,History,Romance",6.5,1895,FR,"Marcello Mastroianni,Marcello Mastroianni,Fanny Ardant,Anouk Aimée,Jean-Paul Belmondo,Romane Bohringer,Mathieu Demy,Henri Garcin,Henri Garcin,Julie Gayet,Michel Piccoli,Emmanuel Salinger"
2507,tt0112710,A Comédia de Deus,1995,170,"Comedy,Drama",7.3,1397,"PT', 'DK', 'FR', 'IT","Patrícia Abreu,Raquel Ascensão,Manuela de Freitas,João César Monteiro,Gracinda Nave,Ana Reis,Maria João Ribeiro,Saraiva Serrano,Bruno Sousa,Cláudia Teixeira"
2510,tt0112760,Cutthroat Island,1995,124,"Action,Adventure,Comedy",5.7,30632,"FR', 'DE', 'IT', 'US","Geena Davis,Matthew Modine,Frank Langella,Maury Chaykin,Paul Dillon,Rex Linn,Patrick Malahide,Christopher Masterson,Stan Shaw,Jimmie F. Skaggs"
2514,tt0112874,Dis-moi oui...,1995,107,"Comedy,Drama,Romance",6.0,309,FR,"Anouk Aimée,Jean-Hugues Anglade,Patrick Braoudé,Nadia Farès,Mona Heftre,Valérie Kaprisky,Marie Laforêt,Julia Maraval,Claude Rich,Jean-François Stévenin"
2515,tt0112887,The Doom Generation,1995,83,"Comedy,Crime,Drama",6.1,17927,"FR', 'US","Rose McGowan,Johnathon Schaech,James Duval,Margaret Cho,Nicky Katt,Christopher Knight,Dustin Nguyen,Skinny Puppy,Lauren Tewes,Cress Williams"
2516,tt0112896,Dracula: Dead and Loving It,1995,88,"Comedy,Fantasy,Horror",5.8,45283,"FR', 'US","Mel Brooks,Leslie Nielsen,Lysette Anthony,Peter MacNicol,Steven Weber,Amy Yasbeck,Mark Blankfield,Megan Cavanagh,Harvey Korman,Clive Revill"
2520,tt0113083,La flor de mi secreto,1995,103,"Comedy,Drama",7.0,12808,"FR', 'ES","Imanol Arias,Marisa Paredes,Joaquín Cortés,Juan Echanove,Carme Elias,Chus Lampreave,Kiti Mánver,Gloria Muñoz,Rossy de Palma,Manuela Vargas"
2524,tt0113149,Gazon maudit,1995,104,"Comedy,Drama,Romance",6.4,5369,FR,"Victoria Abril,Josiane Balasko,Véronique Barrault,Katrine Boorman,Telsche Boorman,Alain Chabat,Catherine Hiegel,Ticky Holgado,Catherine Lachens,Catherine Samie"
2527,tt0113273,Haut bas fragile,1995,169,"Comedy,Musical,Mystery",7.3,706,"FR', 'CH","Wilfred Benaïche,Marcel Bozonnet,Laurence Côte,Marianne Denicourt,Philippe Dormoy,Enzo Enzo,Pierre Lacan,André Marcon,Nathalie Richard,Bruno Todeschini"
2529,tt0113448,Jack & Sarah,1995,110,"Comedy,Drama,Romance",6.6,5564,"FR', 'GB","Samantha Mathis,Judi Dench,Richard E. Grant,Ian McKellen,Eileen Atkins,Laurent Grévill,Kate Hardie,Cherie Lunghi,Imogen Stubbs,David Swift"
2538,tt0114076,Palace,1995,90,Comedy,6.3,167,"FR', 'ES","Lydia Bosch,Alberto Fernández,Joan Gràcia,Joan Gràcia,Paco Mir,Paco Mir,Beatriz Rico,Jean Rochefort,Carles Sans,Carles Sans,Nathalie Seseña,Julia Trujillo,Mònica Van Campen"
2541,tt0114110,Peggio di così si muore,1995,90,Comedy,6.2,111,"IT', 'FR', 'ES","Marcello Cesena,Maurizio Crozza,Ugo Dighero,Isa Gallinelli,Mauro Marino,Jacky Nercessian,Rossy de Palma,Mauro Pirovano,Carla Signoris,Gisella Sofio"
2545,tt0114266,Les rendez-vous de Paris,1995,98,"Comedy,Romance",7.2,2516,FR,"Antoine Basler,Clara Bellar,Judith Chancel,Malcolm Conrath,Michael Kraft,Mathias Mégard,Cécile Parès,Olivier Poujol,Aurore Rauscher,Serge Renko"
2548,tt0114303,Rough Magic,1995,104,"Comedy,Drama,Fantasy",5.4,2082,"GB', 'US', 'FR","Russell Crowe,Bridget Fonda,Jim Broadbent,Euva Anderson,Michael Ensign,Kenneth Mars,D.W. Moffett,Paul Rodriguez,Andy Romano,Richard Schiff"
2549,tt0114368,La scuola,1995,104,"Comedy,Drama",7.0,1004,"FR', 'IT","Fabrizio Bentivoglio,Vittorio Ciorcalo,Anna Galiena,Gea Martire,Enrica Maria Modugno,Roberto Nobile,Silvio Orlando,Antonio Petrocelli,Mario Prosperi,Anita Zagaria"
2551,tt0114494,Someone Else's America,1995,96,"Comedy,Drama",6.9,733,"FR', 'DE', 'GR', 'GB', 'YU","Tom Conti,María Casares,Predrag Ejdus,Lanny Flaherty,Mihalis Giannatos,Predrag 'Miki' Manojlovic,Zorka Manojlovic,José Ramón Rosario,Sergej Trifunovic,Michael Willis"
2554,tt0114732,Les trois frères,1995,105,Comedy,7.2,7451,FR,"Annick Alane,Didier Bourdon,Bernard Campan,Antoine du Merle,Bernard Farcy,Isabelle Gruault,Anne Jacquemin,Marine Jolivet,Pascal Légitimus,Pierre Meyrand"
2555,tt0114775,Saeif Halq Al Wadi,1996,89,"Comedy,Drama",6.3,857,"BE', 'FR', 'TN","Mustapha Adouani,Hélène Catzaras,Ava Cohen-Jonathan,Amel Hedhili,Sonia Mankaï,Guy Nataf,Sarah Pariente,Gamil Ratib,Ivo Salerno,Lisa Seror"
2556,tt0114787,Underground,1995,167,"Comedy,Drama,Fantasy",8.0,61346,"BG', 'CZ', 'FR', 'DE', 'HU', 'YU","Mirjana Jokovic,Mirjana Jokovic,Mirjana Karanovic,Predrag 'Miki' Manojlovic,Predrag 'Miki' Manojlovic,Milena Pavlovic,Lazar Ristovski,Lazar Ristovski,Slavko Stimac,Danilo 'Bata' Stojkovic,Ernst Stötzner,Ernst Stötzner,Bora Todorovic,Srdjan 'Zika' Todorovic"
2561,tt0115033,The Young Poisoner's Handbook,1995,99,"Comedy,Crime,Drama",7.0,3825,"FR', 'DE', 'GB","Dorothea Alexander,Tobias Arnold,Norman Caro,Charlotte Coleman,Samantha Edmonds,Roger Lloyd Pack,Hugh O'Conor,Ruth Sheen,Antony Sher,Paul Stacey"
2562,tt0115040,Záhrada,1995,99,Comedy,7.6,2190,"CZ', 'SK', 'FR","Frantisek Kovár,Marián Labuda,Roman Luknár,Ján Melkovic,Marta Raslová,Stanislav Stepka,Zuzana Sulajová,Jana Svandová,Dusan Trancík,Katarína Vrzalová"
2563,tt0115071,"À la vie, à la mort!",1995,108,"Comedy,Drama",7.2,178,FR,"Ariane Ascaride,Frédérique Bonnal,Jacques Boudet,Jean-Pierre Darroussin,Jacques Gamblin,Alain Lenglet,Gérard Meylan,Laetitia Pesenti,Jacques Pieiller,Pascale Roberts"
2565,tt0115478,Le affinità elettive,1996,98,"Comedy,Drama,Romance",6.1,672,"FR', 'IT","Jean-Hugues Anglade,Isabelle Huppert,Marie Gillain,Fabrizio Bentivoglio,Consuelo Ciatti,Stefania Fuggetta,Massimo Grigo,Laura Marinoni,Massimo Popolizio,Gavino Bondioli"
2567,tt0115487,Airbag,1997,124,"Action,Comedy,Crime",6.7,5054,"FR', 'DE', 'PT', 'ES","Rosa Maria Sardà,Karlos Arguiñano,Pilar Bardem,Luis Cuenca,Maria de Medeiros,Karra Elejalde,Fernando Guillén Cuervo,Manuel Manquiña,Francisco Rabal,Alberto San Juan"
2568,tt0115536,El amor perjudica seriamente la salud,1996,117,"Comedy,Romance",6.5,1789,"FR', 'ES","Penélope Cruz,Penélope Cruz,Ana Belén,Luis Fernando Alvés,Laura Conejero,Gabino Diego,Miguel Palenzuela,Lola Herrera,Juanjo Puigcorbé,Jaime Ruiz Peñas,Carles Sans"
2571,tt0115567,Arlette,1997,100,"Comedy,Crime,Romance",5.2,801,FR,"Christopher Lambert,Stéphane Audran,Josiane Balasko,Armelle,Jean-Marie Bigard,Jean-Claude Bouillon,Jean-Pierre Castaldi,Ennio Fantastichini,Martin Lamotte,France Zobda"
2572,tt0115577,Asphalt Tango,1996,100,Comedy,8.0,1888,"FR', 'RO","Charlotte Rampling,Florin Calinescu,Adina Cartianu,Constantin Cotimanis,Mircea Diaconu,Diana Dumbrava,Marthe Felten,Delia Nartea,Catalina Rahaianu,Mónika Cziprián"
2573,tt0115638,Beaumarchais l'insolent,1996,116,"Adventure,Comedy,History",6.7,1470,FR,"Michel Aumont,Jean-François Balmer,Manuel Blanc,Patrick Bouchitey,Evelyne Bouix,Jean-Claude Brialy,Isabelle Carré,José Garcia,Sandrine Kiberlain,Fabrice Luchini"
2575,tt0115650,La belle verte,1996,99,"Comedy,Sci-Fi",7.2,5550,FR,"Marion Cotillard,Paul Crauchet,Didier Flamand,Claire Keim,Vincent Lindon,Catherine Samie,Coline Serreau,Samuel Tasinaje,James Thierrée"
2576,tt0115658,Bernie,1996,87,"Comedy,Drama",7.1,4047,FR,"Roland Bertin,Roland Blanche,Emmanuelle Bougerol,Albert Dupontel,Paul Le Person,Alain Libolt,Claude Perron,Catherine Samie,Pascal Ternisien,Hélène Vincent"
2580,tt0115856,Chacun cherche son chat,1996,91,"Comedy,Romance",6.9,3613,FR,"Simon Abkarian,Frédéric Aufray,Jane Bradbury,Garance Clavel,Renée Le Calm,Olivier Py,Zinedine Soualem,Olivier Barny,Arapimou,Rambo"
2583,tt0115926,Come mi vuoi,1996,100,"Comedy,Drama",5.7,334,"FR', 'IT","Monica Bellucci,Vincent Cassel,Urbano Barberini,Andrea Berardicurti,Francesco Casale,Enrico Lo Verso,Enrico Lo Verso,Paolo Pasqualucci,Memè Perlini"
2584,tt0115928,Comment je me suis disputé... (ma vie sexuelle),1996,178,"Comedy,Drama,Romance",6.7,1705,FR,"Mathieu Amalric,Jeanne Balibar,Marianne Denicourt,Fabrice Desplechin,Emmanuelle Devos,Hélène Lapiower,Chiara Mastroianni,Thibault de Montalembert,Denis Podalydès,Emmanuel Salinger"
2585,tt0115940,Conte d'été,1996,113,"Comedy,Drama,Romance",7.6,10029,FR,"Franck Cabot-David,Alain Guellaff,Yves Guérin,Evelyne Lahana,Amanda Langlet,Aimé Lefèvre,Aurelia Nolin,Melvil Poupaud,Gwenaëlle Simon"
2586,tt0116081,Des nouvelles du bon Dieu,1996,100,Comedy,7.1,506,FR,"Isabelle Candelier,Christian Charmetant,Maria de Medeiros,Artus de Penguern,Serge Riaboukine,Marie Trintignant,Michel Vuillermoz,Jean Yanne"
2587,tt0116084,Désiré,1995,93,"Comedy,Romance",6.0,230,FR,"Fanny Ardant,Jean-Paul Belmondo,Béatrice Dalle,Annie Grégorio,Dominique Lavanant,Claude Rich,Jean Yanne"
2588,tt0116271,Fallait pas!...,1996,95,Comedy,5.3,453,FR,"Sophie Desmarets,Jacques Jouanneau,Gérard Jugnot,Martin Lamotte,Michèle Laroque,Thierry Lhermitte,François Morel,Claude Piéplu,Micheline Presle,Jean Yanne"
2589,tt0116334,For Ever Mozart,1996,84,"Comedy,Drama,War",6.1,1164,"FR', 'CH","Bérangère Allaux,Madeleine Assas,Sabine Bail,Harry Cleven,Michel Francini,Sylvie Herbert,Ghalya Lacroix,Ghalya Lacroix,Vicky Messica,Frédéric Pierrot,Max André"
2590,tt0116445,Les grands ducs,1996,85,Comedy,5.9,1080,FR,"Michel Blanc,Clotilde Courau,Catherine Jacob,Pierre-Arnaud Juin,Jean-Pierre Marielle,Jacques Mathou,Philippe Noiret,Jacques Nolot,Marie Pillet,Jean Rochefort"
2591,tt0116555,"Hommes, femmes, mode d'emploi",1996,122,"Comedy,Drama",6.1,750,FR,"Pierre Arditi,Ticky Holgado,Patrick Husson,Christophe Hémon,Salomé Lelouch,William Leymergie,Fabrice Luchini,Alessandra Martines,Bernard Tapie,Ophélie Winter"
2592,tt0116581,Le huitième jour,1996,118,"Comedy,Drama",7.5,10092,"BE', 'GB', 'FR","Daniel Auteuil,Pascal Duquenne,Henri Garcin,Fabienne Loriaux,Michele Maes,Marie-Pierre Meinzel,Miou-Miou,Isabelle Sadoyan,Alice van Dormael,Juliette Van Dormael"
2594,tt0116650,Irma Vep,1996,99,"Comedy,Drama",7.0,9760,FR,"Maggie Cheung,Antoine Basler,Nathalie Boutefeu,Alex Descas,Dominique Faysse,Arsinée Khanjian,Jean-Pierre Léaud,Bernard Nissile,Nathalie Richard,Olivier Torres,Olivier Torres"
2595,tt0116676,Le jaguar,1996,100,"Adventure,Comedy",6.0,4827,FR,"Jean Reno,Danny Trejo,Roland Blanche,Patrick Bruel,Francis Lemaire,Harrison Lowe,François Perrot,Alexandra Vandernoot,Patricia Velasquez"
2597,tt0116752,Kauas pilvet karkaavat,1996,95,"Comedy,Drama",7.6,9101,"FI', 'FR', 'DE","Markus Allan,Shelley Fisher,Sakari Kuosmanen,Matti Onnismaa,Kati Outinen,Matti Pellonpää,Markku Peltola,Elina Salo,Kari Väänänen,Pietari"
2598,tt0116790,Kolja,1996,111,"Comedy,Drama,Music",7.7,16242,"FR', 'CZ', 'GB","Zdenek Sverák,Andrey Khalimon,Karel Hermánek,Irina Bezrukova,Liliyan Malkina,Libuse Safránková,Ladislav Smoljak,Silvia Suvadová,Ondrej Vetchý,Stella Zázvorková"
2601,tt0116932,"Love, etc.",1996,105,"Comedy,Drama,Romance",6.2,758,FR,"Charlotte Gainsbourg,Marie Adam,Yvan Attal,Charles Berling,Valérie Bonneton,Charlotte Maury-Sentier,Susan Moncur,Thibault de Montalembert,Élodie Navarre,Andrée Tainsy"
2603,tt0117050,Shekvarebuli kulinaris ataserti retsepti,1996,100,"Comedy,Romance",6.7,820,"BE', 'FR', 'GE', 'RU', 'UA","Pierre Richard,Ramaz Chkhikvadze,Jean-Yves Gautier,Khatuna Ioseliani,Marina Kakhiani,Temuri Qamkhadze,Kakhi Kavsadze,Nino Kirtadze,Guram Pirtskhalava,Micheline Presle"
2604,tt0117073,Mon homme,1996,99,"Comedy,Drama,Romance",6.2,1725,FR,"Valeria Bruni Tedeschi,Jacques François,Bernard Fresson,Michel Galabru,Jacques Gamblin,Anouk Grinberg,Robert Hirsch,Gérard Lanvin,Olivier Martinez,Dominique Valadié"
2610,tt0117351,Le plus beau métier du monde,1996,105,"Comedy,Drama",5.7,1225,FR,"Gérard Depardieu,Souad Amidou,Faisal Attia,Mouss Diouf,Ticky Holgado,Philippe Khorsand,Michèle Laroque,Guy Marchand,Daniel Prévost,Roschdy Zem"
2615,tt0117412,Pédale douce,1996,100,Comedy,5.8,1977,FR,"Fanny Ardant,Richard Berry,Axelle Abbadie,Facundo Bo,Christian Bujeau,Arno Chevrier,Jacques Gamblin,Michèle Laroque,Boris Terral,Patrick Timsit"
2618,tt0117477,Ridicule,1996,102,"Comedy,Drama,History",7.3,8192,FR,"Fanny Ardant,Judith Godrèche,Charles Berling,Carlo Brandt,Urbain Cancelier,Albert Delpy,Bernard Dhéran,Bernard Giraudeau,Jacques Mathou,Jean Rochefort"
2619,tt0117544,Salut cousin!,1996,98,Comedy,5.9,314,"FR', 'DZ', 'BE', 'LU","Jean Benguigui,Magaly Berdy,Fatiha Cheriguene,Cheik Doukouré,Gad Elmaleh,Ann-Gisel Glass,Messaoud Hattau,Xavier Maly,Mohamed Ourdache,Dalila Renault"
2621,tt0117589,Secrets & Lies,1996,136,"Comedy,Drama",8.0,47318,"GB', 'FR","Brenda Blethyn,Marianne Jean-Baptiste,Timothy Spall,Michele Austin,Elizabeth Berrington,Ron Cook,Phyllis Logan,Lesley Manville,Lee Ross,Claire Rushbrook"
2625,tt0117910,Tieta do Agreste,1996,140,"Comedy,Drama,Romance",6.6,1055,"BR', 'GB', 'FR","Sonia Braga,Cláudia Abreu,Chico Anysio,Patrícia França,Patrícia França,Leon Goes,Heitor Martinez,Noélia Montanhas,Noélia Montanhas,Zezé Motta,Marília Pêra,Jece Valadão"
2627,tt0117968,Trois vies et une seule mort,1996,123,"Comedy,Crime,Fantasy",6.8,1547,"PT', 'FR","Marcello Mastroianni,Marcello Mastroianni,Marcello Mastroianni,Marisa Paredes,Féodor Atkine,Pierre Bellemare,Arielle Dombasle,Anna Galiena,Jean-Yves Gautier,Chiara Mastroianni,Jacques Pieiller,Melvil Poupaud"
2629,tt0118015,Un air de famille,1996,110,"Comedy,Drama",7.4,5522,FR,"Jean-Pierre Bacri,Antoine Chappey,Jean-Pierre Darroussin,Catherine Frot,Alain Guillo,Agnès Jaoui,Cédric Klapisch,Claire Maurier,Sophie Simon,Wladimir Yordanoff"
2630,tt0118018,Un divan à New York,1996,108,"Comedy,Romance",5.9,2388,"DE', 'BE', 'FR","Juliette Binoche,William Hurt,Paul Guilfoyle,Henry Bean,Bernard Breuse,Kent Broadhurst,Matthew Burton,Stephanie Buttle,Barbara Garrick,Richard Jenkins"
2631,tt0118020,Un héros très discret,1996,107,"Comedy,Drama",7.2,3279,FR,"Jean-Louis Trintignant,Nadia Barentin,Bernard Bloch,François Chattot,Philippe Duclos,Albert Dupontel,Anouk Grinberg,Mathieu Kassovitz,Sandrine Kiberlain,Danièle Lebrun"
2640,tt0118604,An American Werewolf in Paris,1997,98,"Comedy,Fantasy,Horror",5.1,27036,"FR', 'GB', 'LU', 'NL', 'US","Julie Delpy,Ben Salem Bouabdallah,Julie Bowen,Phil Buckman,Pierre Cosso,Thierry Lhermitte,Maria Machado,Tom Novembre,Tom Everett Scott,Vince Vieluf"
2646,tt0118687,Le bassin de J.W.,1997,125,Comedy,5.8,244,"FR', 'PT","Joana Azevedo,Pierre Clémenti,Manuela de Freitas,Graziella Delerm,Alexandre Melo,João César Monteiro,Luís Pavão,Hugues Quester,Myriam Szabo,Jean Watan"
2652,tt0118818,Career Girls,1997,83,"Comedy,Drama",7.1,6267,"FR', 'GB","Katrin Cartlidge,Mark Benton,Kate Byers,Michael Healy,Andy Serkis,Margo Stanley,Lynda Steadman,Joe Tucker,Goran Kostic"
2655,tt0118843,"Crna macka, beli macor",1998,127,"Comedy,Crime,Romance",8.0,56480,"AT', 'FR', 'DE', 'GR', 'RS","Ljubica Adzovic,Florijan Ajdini,Jasar Destani,Branka Katic,Predrag Lakovic,Zabit Memedov,Bajram Severdzan,Stojan Sotirov,Sabri Sulejmani,Srdjan 'Zika' Todorovic"
2657,tt0118876,Comme des rois,1997,95,Comedy,6.5,181,"PL', 'FR","Betty Bomonde,Christian Bujeau,Henry Chapier,Maruschka Detmers,Stéphane Freiss,Thierry Lhermitte,Pauline Macia,Mariusz Pujszo,Jacques Sereys,Louis Velle"
